ID,Titulos,HUBsci,Categoria,Autores,Descripcion,Año
669,Increase of black hole entropy in higher curvature gravity. Physical,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.3518,Fisica,"JacobsonT,KangG,MyersR.","Increase of black hole entropy in higher curvature gravity. Physical Review D, 52(6), 3518–3528.",1995
670,Extremal limits and black hole entropy. Journal of High Energy,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2009/11/109/meta,Fisica,"CarrollS.M,JohnsonM.C,Randall","Extremal limits and black hole entropy. Journal of High Energy Physics, 2009(11), 109–109.",2009
671,"Black-hole entropy from complex Ashtekar variables. EPL (Europhysics Letters), 107(1),",https://sci-hub.se/https://iopscience.iop.org/article/10.1209/0295-5075/107/10005/meta,Fisica,"FroddenE,GeillerM,NouiK,Perez","Black-hole entropy from complex Ashtekar variables. EPL (Europhysics Letters), 107(1), 10005.",2014
672,"Black Hole Entropy andSU(2)Chern-Simons Theory. Physical Review Letters, 105(3).",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.105.031302,Fisica,"EngleJ,NouiK,Perez","Black Hole Entropy andSU(2)Chern-Simons Theory. Physical Review Letters, 105(3).",2010
673,Black hole entropy in the presence of Chern–Simons terms. Classical,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/3/014/meta,Fisica,Tachikawa,"Black hole entropy in the presence of Chern–Simons terms. Classical and Quantum Gravity, 24(3), 737–744.",2007
674,Black hole entropy from near-horizon microstates. Journal of High Energy,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/1998/02/009/meta,Fisica,Strominger,"Black hole entropy from near-horizon microstates. Journal of High Energy Physics, 1998(02), 009–009.",1998
675,Black hole entropy and soft hair. Journal of High Energy,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP12(2018)098,Fisica,"HacoS,HawkingS.W,PerryM.J,Strominger","Black hole entropy and soft hair. Journal of High Energy Physics, 2018(12).",2018
676,Black hole entropy as entanglement entropy: a holographic derivation. Journal,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2006/06/012/meta,Fisica,Emparan,"Black hole entropy as entanglement entropy: a holographic derivation. Journal of High Energy Physics, 2006(06), 012–012.",2006
677,"Black hole entropy in two dimensions. Physical Review D, 50(10),",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.50.6412,Fisica,MyersR.,"Black hole entropy in two dimensions. Physical Review D, 50(10), 6412–6421.",1994
678,"Corrections to macroscopic supersymmetric black-hole entropy. Physics Letters B, 451(3-4),",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269399002270,Fisica,"CardosoG.L,WitB.deMohaupt","Corrections to macroscopic supersymmetric black-hole entropy. Physics Letters B, 451(3-4), 309–316.",1999
679,Microscopic black hole entropy in theories with higher derivatives. Journal,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2005/09/034/meta,Fisica,"KrausP,Larsen","Microscopic black hole entropy in theories with higher derivatives. Journal of High Energy Physics, 2005(09), 034–034.",2005
680,"Black Hole Entropy Quantization. Physical Review Letters, 98(18).",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.98.181301,Fisica,"CorichiA,Díaz-PoloJ,Fernández-Borja","Black Hole Entropy Quantization. Physical Review Letters, 98(18).",2007
681,What we don’t know about BTZ black hole entropy. Classical,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/15/11/020/meta,Fisica,Carlip,"What we don’t know about BTZ black hole entropy. Classical and Quantum Gravity, 15(11), 3609–3625.",1998
682,Statistical origin of black hole entropy in induced gravity. Nuclear,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321396006785,Fisica,"FrolovV.P,FursaevD.V,ZelnikovA.","Statistical origin of black hole entropy in induced gravity. Nuclear Physics B, 486(1-2), 339–352.",1997
683,"Hawking Radiation without Black Hole Entropy. Physical Review Letters, 80(16),",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.80.3436,Fisica,Visser,"Hawking Radiation without Black Hole Entropy. Physical Review Letters, 80(16), 3436–3439.",1998
684,"Entropic cosmology for a generalized black-hole entropy. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.88.083534,Fisica,"KomatsuN,Kimura","Entropic cosmology for a generalized black-hole entropy. Physical Review D, 88(8).",2013
685,"On one-loop renormalization of black-hole entropy. Physics Letters B, 365(1-4),",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0370269395012907,Fisica,"FursaevD.V,SolodukhinS.","On one-loop renormalization of black-hole entropy. Physics Letters B, 365(1-4), 51–55.",1996
686,Renormalization of black hole entropy and of the gravitational coupling,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/055032139500548X,Fisica,"LarsenF,Wilczek","Renormalization of black hole entropy and of the gravitational coupling constant. Nuclear Physics B, 458(1-2), 249–266.",1996
687,"Black hole entropy function, attractors and precision counting of microstates.",https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-008-0626-4,Fisica,Sen,"Black hole entropy function, attractors and precision counting of microstates. General Relativity and Gravitation, 40(11), 2249–2431.",2008
688,Higher order corrections to black hole entropy. Classical and Quantum,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/22/19/021/meta,Fisica,MoreS.,"Higher order corrections to black hole entropy. Classical and Quantum Gravity, 22(19), 4129–4139.",2005
689,"Exponential Corrections to Black Hole Entropy. Physical Review Letters, 125(4).",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.125.041302,Fisica,"ChatterjeeA,Ghosh","Exponential Corrections to Black Hole Entropy. Physical Review Letters, 125(4).",2020
690,"An operational approach to black hole entropy. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.57.6311,Fisica,"PretoriusF,VollickD,Israel","An operational approach to black hole entropy. Physical Review D, 57(10), 6311–6316.",1998
691,Strings on a cone and black hole entropy. Nuclear Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0550321395000503,Fisica,Dabholkar,"Strings on a cone and black hole entropy. Nuclear Physics B, 439(3), 650–664.",1995
692,Universal 3d Cardy block and black hole entropy. Journal of,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP03(2020)068,Fisica,"ChoiS,Hwang","Universal 3d Cardy block and black hole entropy. Journal of High Energy Physics, 2020(3).",2020
693,Logarithmic corrections to Schwarzschild and other non-extremal black hole entropy,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2013)156,Fisica,Sen,"Logarithmic corrections to Schwarzschild and other non-extremal black hole entropy in different dimensions. Journal of High Energy Physics, 2013(4).",2013
694,"Black hole entropy in the O(N) model. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.7027,Fisica,"KabatD,ShenkerS.H,StrasslerM.","Black hole entropy in the O(N) model. Physical Review D, 52(12), 7027–7036.",1995
695,A comment on black hole entropy or does nature abhor,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/22/1/009/meta,Fisica,MedvedA.J.,"A comment on black hole entropy or does nature abhor a logarithm? Classical and Quantum Gravity, 22(1), 133–142.",2004
696,Black hole entropy in massive Type IIA. Classical and Quantum,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1361-6382/aa9f5b/meta,Fisica,"BeniniF,KhachatryanH,Milan","Black hole entropy in massive Type IIA. Classical and Quantum Gravity, 35(3), 035004.",2018
697,Quantum geometry and microscopic black hole entropy. Classical and Quantum,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/1/013/meta,Fisica,"CorichiA,Díaz-PoloJ,Fernández-Borja","Quantum geometry and microscopic black hole entropy. Classical and Quantum Gravity, 24(1), 243–251.",2006
698,Quantum black hole entropy from 4d supersymmetric Cardy formula. Physical,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.100.026008,Fisica,Honda,"Quantum black hole entropy from 4d supersymmetric Cardy formula. Physical Review D, 100(2).",2019
699,"Black hole entropy in string-generated gravity models. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.67.061501,Fisica,NeupaneI.,"Black hole entropy in string-generated gravity models. Physical Review D, 67(6).",2003
700,"Black-hole entropy and thermodynamics from symmetries. Classical and Quantum Gravity,",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/19/15/306/meta,Fisica,Silva,"Black-hole entropy and thermodynamics from symmetries. Classical and Quantum Gravity, 19(15), 3947–3961.",2002
701,"Black hole entropy and finite geometry. Physical Review D, 79(8).",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.79.084036,Fisica,"LévayP,SanigaM,VranaP,Pracna","Black hole entropy and finite geometry. Physical Review D, 79(8).",2009
702,Logarithmic Corrections to Black Hole Entropy and AdS/CFT Correspondence. Journal,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2002/05/026/meta,Fisica,"MukherjiS,PalS.","Logarithmic Corrections to Black Hole Entropy and AdS/CFT Correspondence. Journal of High Energy Physics, 2002(05), 026–026.",2002
703,"Logarithmic corrections toN≥2black hole entropy. Physical Review D, 90(4).",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.90.043011,Fisica,"KeelerC,LarsenF,Lisbão","Logarithmic corrections toN≥2black hole entropy. Physical Review D, 90(4).",2014
704,Barrow’s black hole entropy and the equipartition theorem. EPL (Europhysics,https://sci-hub.se/https://iopscience.iop.org/article/10.1209/0295-5075/130/40005/meta,Fisica,"AbreuE.M.C,AnaniasNetoJ,BarbozaE.","Barrow’s black hole entropy and the equipartition theorem. EPL (Europhysics Letters), 130(4), 40005.",2020
705,"Generalized uncertainty principle and black hole entropy. Physics Letters B,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269306010616,Fisica,"RenZ,Sheng-Li","Generalized uncertainty principle and black hole entropy. Physics Letters B, 641(2), 208–211.",2006
706,"Symmetries, horizons, and black hole entropy. General Relativity and Gravitation,",https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-007-0467-6,Fisica,Carlip,"Symmetries, horizons, and black hole entropy. General Relativity and Gravitation, 39(10), 1519–1523.",2007
707,Exact black hole entropy bound in conformal field theory. Physical,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.63.047501,Fisica,"BirminghamD,Sen","Exact black hole entropy bound in conformal field theory. Physical Review D, 63(4).",2001
708,Non-extensive statistical mechanics and black hole entropy from quantum geometry.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269317308559,Fisica,Majhi,"Non-extensive statistical mechanics and black hole entropy from quantum geometry. Physics Letters B, 775, 32–36.",2017
709,Black hole entropy and the modified uncertainty principle: A heuristic,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269311009610,Fisica,Majumder,"Black hole entropy and the modified uncertainty principle: A heuristic analysis. Physics Letters B, 703(4), 402–405.",2011
710,"Dirty black holes: Entropy versus area. Physical Review D, 48(2),",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.48.583,Fisica,Visser,"Dirty black holes: Entropy versus area. Physical Review D, 48(2), 583–591.",1993
711,Logarithmic corrections to $${\mathcal{N} = 2}$$ black hole entropy: an,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-012-1336-5,Fisica,Sen,"Logarithmic corrections to $${\mathcal{N} = 2}$$ black hole entropy: an infrared window into the microstates. General Relativity and Gravitation, 44(5), 1207–1266.",2012
712,An Improved Thin Film Brick-Wall Model of Black Hole Entropy.,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0256-307X/18/2/353/meta,Fisica,"Wen-BiaoL,Zheng","An Improved Thin Film Brick-Wall Model of Black Hole Entropy. Chinese Physics Letters, 18(2), 310–312.",2001
713,"Near-Horizon Conformal Symmetry and Black Hole Entropy. Physical Review Letters,",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.241301,Fisica,Carlip,"Near-Horizon Conformal Symmetry and Black Hole Entropy. Physical Review Letters, 88(24).",2002
714,Nonperturbative black hole entropy and Kloosterman sums. Journal of High,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP03(2015)074,Fisica,"DabholkarA,GomesJ,Murthy","Nonperturbative black hole entropy and Kloosterman sums. Journal of High Energy Physics, 2015(3).",2015
715,Entropy of the Schwarzschild black hole and the string–black-hole correspondence.,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.57.2410,Fisica,SolodukhinS.,"Entropy of the Schwarzschild black hole and the string–black-hole correspondence. Physical Review D, 57(4), 2410–2414.",1998
716,Logarithmic corrections to rotating extremal black hole entropy in four,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-012-1373-0,Fisica,Sen,"Logarithmic corrections to rotating extremal black hole entropy in four and five dimensions. General Relativity and Gravitation, 44(8), 1947–1991.",2012
717,Do gauge fields really contribute negatively to black hole entropy?,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.86.064042,Fisica,"DonnellyW,WallA.","Do gauge fields really contribute negatively to black hole entropy? Physical Review D, 86(6).",2012
718,Mass and charge fluctuations and black hole entropy. Physical Review,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.71.024003,Fisica,"ChatterjeeA,Majumdar","Mass and charge fluctuations and black hole entropy. Physical Review D, 71(2).",2005
719,BPS spectrum of the five-brane and black hole entropy. Nuclear,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321396006384,Fisica,"DijkgraafR,VerlindeE,Verlinde","BPS spectrum of the five-brane and black hole entropy. Nuclear Physics B, 486(1-2), 77–88.",1997
720,One-loop renormalization of black hole entropy due to nonminimally coupled,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.7046,Fisica,SolodukhinS.,"One-loop renormalization of black hole entropy due to nonminimally coupled matter. Physical Review D, 52(12), 7046–7052.",1995
721,Macroscopic entropy of N = 2 extremal black holes. Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0370269396007113,Fisica,Strominger,"Macroscopic entropy of N = 2 extremal black holes. Physics Letters B, 383(1), 39–43.",1996
722,"Black hole entropy, curved space and monsters. Physics Letters B,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269307011562,Fisica,"HsuS.D.H,Reeb","Black hole entropy, curved space and monsters. Physics Letters B, 658(5), 244–248.",2008
723,"Black hole entropy in modified-gravity models. Physical Review D, 77(4).",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.77.044009,Fisica,"BrisceseF,Elizalde","Black hole entropy in modified-gravity models. Physical Review D, 77(4).",2008
724,From black hole entropy to energy-minimizing states in QFT. Physical,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.101.046001,Fisica,"BoussoR,ChandrasekaranV,Shahbazi-Moghaddam","From black hole entropy to energy-minimizing states in QFT. Physical Review D, 101(4).",2020
725,Black Hole Entropy from Bondi-Metzner-Sachs Symmetry at the Horizon. Physical,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.120.101301,Fisica,Carlip,"Black Hole Entropy from Bondi-Metzner-Sachs Symmetry at the Horizon. Physical Review Letters, 120(10).",2018
726,"Black hole entropy and Lorentz-diffeomorphism Noether charge. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.92.124010,Fisica,"JacobsonT,Mohd","Black hole entropy and Lorentz-diffeomorphism Noether charge. Physical Review D, 92(12).",2015
727,Entanglement interpretation of black hole entropy in string theory. Journal,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2006/01/098/meta,Fisica,"BrusteinR,EinhornM.B,Yarom","Entanglement interpretation of black hole entropy in string theory. Journal of High Energy Physics, 2006(01), 098–098.",2006
728,The Hamiltonian dynamics of bounded spacetime and black hole entropy:,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321302002924,Fisica,Park,"The Hamiltonian dynamics of bounded spacetime and black hole entropy: the canonical method. Nuclear Physics B, 634(1-2), 339–369.",2002
729,Quantum black holes: Entropy and entanglement on the horizon. Nuclear,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321306001295,Fisica,"LivineE.R,TernoD.","Quantum black holes: Entropy and entanglement on the horizon. Nuclear Physics B, 741(1-2), 131–161.",2006
730,Black hole entropy functions and attractor equations. Journal of High,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2007/03/085/meta,Fisica,"CardosoG.L,WitB.deMahapatra","Black hole entropy functions and attractor equations. Journal of High Energy Physics, 2007(03), 085–085.",2007
731,Log correction to the black hole area law. Physical Review,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.71.027502,Fisica,"GhoshA,Mitra","Log correction to the black hole area law. Physical Review D, 71(2).",2005
732,"Entropy bounds and black hole remnants. Physical Review D, 49(4),",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.1912,Fisica,BekensteinJ.,"Entropy bounds and black hole remnants. Physical Review D, 49(4), 1912–1921.",1994
733,Black-hole entropy from supergravity superstrata states. Journal of High Energy,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP10(2014)140,Fisica,"BenaI,ShigemoriM,WarnerN.","Black-hole entropy from supergravity superstrata states. Journal of High Energy Physics, 2014(10).",2014
734,“‘Nongeometric’” contribution to the entropy of a black hole due,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.618,Fisica,SolodukhinS.,"“‘Nongeometric’” contribution to the entropy of a black hole due to quantum corrections. Physical Review D, 51(2), 618–621.",1995
735,Higher spin black hole entropy in three dimensions. Journal of,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2013)143,Fisica,"PérezA,TempoD,Troncoso","Higher spin black hole entropy in three dimensions. Journal of High Energy Physics, 2013(4).",2013
736,On the existence of the logarithmic correction term in black,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-007-0397-3,Fisica,"NozariK,SefidgarA.","On the existence of the logarithmic correction term in black hole entropy-area relation. General Relativity and Gravitation, 39(4), 501–509.",2007
737,Generalized second law of thermodynamics in black-hole physics. Physical Review,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.9.3292,Fisica,BekensteinJ.,"Generalized second law of thermodynamics in black-hole physics. Physical Review D, 9(12), 3292–3300.",1974
738,"Statistical black-hole thermodynamics. Physical Review D, 12(10), 3077–3085.",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.12.3077,Fisica,BekensteinJ.,"Statistical black-hole thermodynamics. Physical Review D, 12(10), 3077–3085.",1975
739,Severe constraints on the loop-quantum-gravity energy-momentum dispersion relation from the,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.70.107501,Fisica,"Amelino-CameliaG,ArzanoM,Procaccini","Severe constraints on the loop-quantum-gravity energy-momentum dispersion relation from the black-hole area-entropy law. Physical Review D, 70(10).",2004
740,On area and entropy of a black hole. Physics Letters,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269303013261,Fisica,"AlekseevA,PolychronakosA.P,Smedbäck","On area and entropy of a black hole. Physics Letters B, 574(3-4), 296–300.",2003
741,Black hole entropy function for toric theories via Bethe Ansatz.,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2020)091,Fisica,"LanirA,NedelinA,Sela","Black hole entropy function for toric theories via Bethe Ansatz. Journal of High Energy Physics, 2020(4).",2020
742,"Entropy function andAdS2/CFT1correspondence. Journal of High Energy Physics, 2008(11), 075–075.",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1126-6708/2008/11/075/meta,Fisica,Sen,"Entropy function andAdS2/CFT1correspondence. Journal of High Energy Physics, 2008(11), 075–075.",2008
743,Black hole entropy and the problem of universality. Journal of,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/1742-6596/67/1/012022/meta,Fisica,Carlip,"Black hole entropy and the problem of universality. Journal of Physics: Conference Series, 67, 012022.",2007
744,"Statistics, holography, and black hole entropy in loop quantum gravity.",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.89.084069,Fisica,"GhoshA,NouiK,Perez","Statistics, holography, and black hole entropy in loop quantum gravity. Physical Review D, 89(8).",2014
745,Quantum-corrected self-dual black hole entropy in tunneling formalism with GUP.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269315005924,Fisica,"AnacletoM.A,BritoF.A,Passos","Quantum-corrected self-dual black hole entropy in tunneling formalism with GUP. Physics Letters B, 749, 181–186.",2015
746,"Functional determinants, index theorems, and exact quantum black hole entropy.",https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP12(2015)028,Fisica,"MurthyS,Reys","Functional determinants, index theorems, and exact quantum black hole entropy. Journal of High Energy Physics, 2015(12), 1–41.",2015
747,A note on renormalization and black hole entropy in loop,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/18/N02/meta,Fisica,Jacobson,"A note on renormalization and black hole entropy in loop quantum gravity. Classical and Quantum Gravity, 24(18), 4875–4879.",2007
748,Siegel modular forms and black hole entropy. Journal of High,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2017)057,Fisica,"BelinA,CastroA,GomesJ,KellerC.","Siegel modular forms and black hole entropy. Journal of High Energy Physics, 2017(4).",2017
749,"String triality, black hole entropy, and Cayley’s hyperdeterminant. Physical Review",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.76.025017,Fisica,DuffM.,"String triality, black hole entropy, and Cayley’s hyperdeterminant. Physical Review D, 76(2).",2007
750,"Modified dispersion relations and black hole entropy. Physics Letters B,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269310001735,Fisica,Garattini,"Modified dispersion relations and black hole entropy. Physics Letters B, 685(4-5), 329–337.",2010
751,"Tachyon Condensation and Black Hole Entropy. Physical Review Letters, 88(9).",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.091301,Fisica,Dabholkar,"Tachyon Condensation and Black Hole Entropy. Physical Review Letters, 88(9).",2002
752,Combinatorics of theSU(2)black hole entropy in loop quantum gravity. Physical,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.80.084006,Fisica,"AgullóI,BarberoG,J.F,BorjaE.F,Díaz-PoloJ,VillaseñorE.J.","Combinatorics of theSU(2)black hole entropy in loop quantum gravity. Physical Review D, 80(8).",2009
753,"Foundations of Physics, 33(2), 279–296.",https://sci-hub.se/https://link.springer.com/article/10.1023/A:1023781022519,Fisica,Dou,"Foundations of Physics, 33(2), 279–296.",2003
754,"Quasinormal modes, black hole entropy, and quantum geometry. Physical Review",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.67.087502,Fisica,Corichi,"Quasinormal modes, black hole entropy, and quantum geometry. Physical Review D, 67(8).",2003
755,Where are the black-hole entropy degrees of freedom? Classical and,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/20/022/meta,Fisica,"DasS,Shankaranarayanan","Where are the black-hole entropy degrees of freedom? Classical and Quantum Gravity, 24(20), 5299–5306.",2007
756,Effective conformal descriptions of black hole entropy: A review.,https://sci-hub.se/https://aip.scitation.org/doi/abs/10.1063/1.4756962,Fisica,Carlip,Effective conformal descriptions of black hole entropy: A review.,2012
757,The imaginary part of the gravity action and black hole,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2013)071,Fisica,Neiman,"The imaginary part of the gravity action and black hole entropy. Journal of High Energy Physics, 2013(4).",2013
758,Black hole entropy with minimal length in tunneling formalism. General,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-013-1581-2,Fisica,Majumder,"Black hole entropy with minimal length in tunneling formalism. General Relativity and Gravitation, 45(11), 2403–2414.",2013
759,"Thermal fields, entropy and black holes. Classical and Quantum Gravity,",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/15/8/001/meta,Fisica,"FrolovV.P,FursaevD.","Thermal fields, entropy and black holes. Classical and Quantum Gravity, 15(8), 2041–2074.",1998
760,Infinite black hole entropies at infinite distances and tower of,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S055032132030198X,Fisica,"BonnefoyQ,CiambelliL,LüstD,Lüst","Infinite black hole entropies at infinite distances and tower of states. Nuclear Physics B, 958, 115112.",2020
761,"Entropy in Dilatonic Black Hole Background. Physical Review Letters, 73(19),",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.73.2521,Fisica,"GhoshA,Mitra","Entropy in Dilatonic Black Hole Background. Physical Review Letters, 73(19), 2521–2523.",1994
762,Black hole enthalpy and an entropy inequality for the thermodynamic,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.84.024037,Fisica,"CvetičM,GibbonsG.W,KubizňákD,PopeC.","Black hole enthalpy and an entropy inequality for the thermodynamic volume. Physical Review D, 84(2).",2011
763,"Black hole entropy, loop gravity, and polymer physics. Classical and",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/28/11/114006/meta,Fisica,Bianchi,"Black hole entropy, loop gravity, and polymer physics. Classical and Quantum Gravity, 28(11), 114006.",2011
764,Hairy black hole entropy and the role of solitons in,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP02(2012)136,Fisica,"CorreaF,MartínezC,Troncoso","Hairy black hole entropy and the role of solitons in three dimensions. Journal of High Energy Physics, 2012(2).",2012
765,Algebraic approach to quantum black holes: Logarithmic corrections to black,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.66.104022,Fisica,Gour,"Algebraic approach to quantum black holes: Logarithmic corrections to black hole entropy. Physical Review D, 66(10).",2002
766,Comparison of the Noether charge and Euclidean methods for computing,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.4430,Fisica,"IyerV,WaldR.","Comparison of the Noether charge and Euclidean methods for computing the entropy of stationary black holes. Physical Review D, 52(8), 4430–4439.",1995
767,"Non-minimal couplings, quantum geometry and black-hole entropy. Classical and Quantum",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/20/20/310/meta,Fisica,"AshtekarA,Corichi","Non-minimal couplings, quantum geometry and black-hole entropy. Classical and Quantum Gravity, 20(20), 4473–4484.",2003
768,"Quantum source of entropy for black holes. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.34.373,Fisica,"BombelliL,KoulR.K,LeeJ,SorkinR.","Quantum source of entropy for black holes. Physical Review D, 34(2), 373–383.",1986
769,"Black-hole entropy and minimal diffusion. Physical Review D, 88(8).",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.88.084017,Fisica,"ArzanoM,Calcagni","Black-hole entropy and minimal diffusion. Physical Review D, 88(8).",2013
770,Logarithmic correction to the Bekenstein-Hawking entropy of the BTZ black,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/18/15/303/meta,Fisica,"GovindarajanT.R,KaulR.K,Suneeta","Logarithmic correction to the Bekenstein-Hawking entropy of the BTZ black hole. Classical and Quantum Gravity, 18(15), 2877–2885.",2001
771,Black hole entropy in 3D gravity with torsion. Classical and,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/23/14/013/meta,Fisica,"BlagojevićM,Cvetković","Black hole entropy in 3D gravity with torsion. Classical and Quantum Gravity, 23(14), 4781–4795.",2006
